date,exdate,cp_flag,strike_price,best_bid,best_offer,exercise_style
20201201,20201218,C,2400000,1255.0,1267.6,E
20201201,20201218,C,2405000,1250.0,1262.6,E
20201201,20201218,C,2410000,1245.0,1257.6,E
20201201,20201218,C,2415000,1240.0,1252.6,E
20201201,20201218,C,2420000,1235.0,1247.6,E
20201201,20201218,C,2425000,1230.0,1242.6,E
20201201,20201218,C,2430000,1225.0,1237.6,E
20201201,20201218,C,2435000,1220.0,1232.6,E
20201201,20201218,C,2440000,1215.0,1227.6,E
20201201,20201218,C,2445000,1210.0,1222.6,E
20201201,20201218,C,2450000,1205.0,1217.6,E
20201201,20201218,C,2455000,1200.0,1212.6,E
20201201,20201218,C,2460000,1195.0,1207.7,E
20201201,20201218,C,2465000,1190.0,1202.7,E
20201201,20201218,C,2470000,1185.0,1197.7,E
20201201,20201218,C,2475000,1180.1,1192.7,E
20201201,20201218,C,2480000,1175.1,1187.7,E
20201201,20201218,C,2485000,1170.1,1182.7,E
20201201,20201218,C,2490000,1165.1,1177.7,E
20201201,20201218,C,2495000,1160.1,1172.7,E
20201201,20201218,C,2500000,1155.1,1167.7,E
20201201,20201218,C,2505000,1150.1,1162.7,E
20201201,20201218,C,2510000,1145.1,1157.7,E
20201201,20201218,C,2515000,1140.1,1152.7,E
20201201,20201218,C,2520000,1135.1,1147.7,E
20201201,20201218,C,2525000,1130.1,1142.8,E
20201201,20201218,C,2530000,1125.1,1137.8,E
20201201,20201218,C,2535000,1120.1,1132.8,E
20201201,20201218,C,2540000,1115.2,1127.8,E
20201201,20201218,C,2545000,1110.2,1122.8,E
20201201,20201218,C,2550000,1105.2,1117.8,E
20201201,20201218,C,2555000,1100.2,1112.8,E
20201201,20201218,C,2560000,1095.2,1107.8,E
20201201,20201218,C,2565000,1092.1,1101.3,E
20201201,20201218,C,2570000,1087.1,1097.8,E
20201201,20201218,C,2575000,1082.2,1092.8,E
20201201,20201218,C,2580000,1077.1,1087.8,E
20201201,20201218,C,2585000,1072.1,1081.0,E
20201201,20201218,C,2590000,1067.1,1076.0,E
20201201,20201218,C,2595000,1062.1,1071.0,E
20201201,20201218,C,2600000,1057.3,1066.0,E
20201201,20201218,C,2605000,1052.1,1061.3,E
20201201,20201218,C,2610000,1047.1,1057.9,E
20201201,20201218,C,2615000,1042.2,1052.9,E
20201201,20201218,C,2620000,1037.2,1046.3,E
20201201,20201218,C,2625000,1032.3,1041.0,E
20201201,20201218,C,2630000,1027.2,1037.9,E
20201201,20201218,C,2635000,1022.2,1031.4,E
20201201,20201218,C,2640000,1017.2,1026.4,E
20201201,20201218,C,2645000,1012.2,1021.1,E
20201201,20201218,C,2650000,1007.4,1016.1,E
20201201,20201218,C,2655000,1002.2,1013.0,E
20201201,20201218,C,2660000,997.3,1005.3,E
20201201,20201218,C,2665000,992.3,998.5,E
20201201,20201218,C,2670000,987.3,995.5,E
20201201,20201218,C,2675000,982.4,990.5,E
20201201,20201218,C,2680000,977.3,985.5,E
20201201,20201218,C,2685000,972.3,980.6,E
20201201,20201218,C,2690000,967.3,975.6,E
20201201,20201218,C,2695000,962.3,970.6,E
20201201,20201218,C,2700000,957.5,965.6,E
20201201,20201218,C,2705000,952.4,960.6,E
20201201,20201218,C,2710000,947.4,953.6,E
20201201,20201218,C,2715000,942.4,948.6,E
20201201,20201218,C,2720000,937.4,945.6,E
20201201,20201218,C,2725000,932.6,940.7,E
20201201,20201218,C,2730000,927.4,935.7,E
20201201,20201218,C,2735000,922.4,930.7,E
20201201,20201218,C,2740000,917.4,925.7,E
20201201,20201218,C,2745000,912.4,920.7,E
20201201,20201218,C,2750000,907.6,915.7,E
20201201,20201218,C,2755000,902.5,908.7,E
20201201,20201218,C,2760000,897.5,903.7,E
20201201,20201218,C,2765000,892.5,900.8,E
20201201,20201218,C,2770000,887.5,895.8,E
20201201,20201218,C,2775000,882.7,890.8,E
20201201,20201218,C,2780000,877.5,885.8,E
20201201,20201218,C,2785000,872.6,880.8,E
20201201,20201218,C,2790000,867.6,873.8,E
20201201,20201218,C,2795000,862.6,868.8,E
20201201,20201218,C,2800000,857.8,865.9,E
20201201,20201218,C,2805000,852.6,860.9,E
20201201,20201218,C,2810000,847.6,855.9,E
20201201,20201218,C,2815000,842.6,850.9,E
20201201,20201218,C,2820000,837.7,845.9,E
20201201,20201218,C,2825000,832.8,841.0,E
20201201,20201218,C,2830000,827.7,833.9,E
20201201,20201218,C,2835000,822.7,831.0,E
20201201,20201218,C,2840000,817.7,826.0,E
20201201,20201218,C,2845000,812.7,821.0,E
20201201,20201218,C,2850000,808.0,816.1,E
20201201,20201218,C,2855000,802.8,809.0,E
20201201,20201218,C,2860000,797.8,804.0,E
20201201,20201218,C,2865000,792.8,801.1,E
20201201,20201218,C,2870000,787.8,796.1,E
20201201,20201218,C,2875000,783.0,791.1,E
20201201,20201218,C,2880000,777.9,784.1,E
20201201,20201218,C,2885000,772.9,779.1,E
20201201,20201218,C,2890000,767.9,776.3,E
20201201,20201218,C,2895000,762.9,769.2,E
20201201,20201218,C,2900000,758.1,764.2,E
20201201,20201218,C,2905000,753.0,759.2,E
20201201,20201218,C,2910000,748.0,754.2,E
20201201,20201218,C,2915000,743.0,751.4,E
20201201,20201218,C,2920000,738.0,744.3,E
20201201,20201218,C,2925000,733.2,739.3,E
20201201,20201218,C,2930000,728.1,734.3,E
20201201,20201218,C,2935000,723.1,729.3,E
20201201,20201218,C,2940000,718.1,724.4,E
20201201,20201218,C,2945000,713.1,719.4,E
20201201,20201218,C,2950000,708.3,716.6,E
20201201,20201218,C,2955000,703.2,709.4,E
20201201,20201218,C,2960000,698.2,704.5,E
20201201,20201218,C,2965000,693.2,699.5,E
20201201,20201218,C,2970000,688.3,696.7,E
20201201,20201218,C,2975000,683.4,689.6,E
20201201,20201218,C,2980000,678.3,684.6,E
20201201,20201218,C,2985000,673.3,679.6,E
20201201,20201218,C,2990000,668.4,674.6,E
20201201,20201218,C,2995000,663.4,669.6,E
20201201,20201218,C,3000000,658.6,664.8,E
20201201,20201218,C,3005000,653.5,661.9,E
20201201,20201218,C,3010000,648.5,654.7,E
20201201,20201218,C,3015000,643.5,649.7,E
20201201,20201218,C,3020000,638.5,647.0,E
20201201,20201218,C,3025000,633.7,639.8,E
20201201,20201218,C,3030000,628.6,634.8,E
20201201,20201218,C,3035000,623.7,632.1,E
20201201,20201218,C,3040000,618.7,624.9,E
20201201,20201218,C,3045000,613.7,619.9,E
20201201,20201218,C,3050000,608.9,617.2,E
20201201,20201218,C,3055000,603.8,610.0,E
20201201,20201218,C,3060000,598.8,605.0,E
20201201,20201218,C,3065000,593.9,602.3,E
20201201,20201218,C,3070000,588.9,595.1,E
20201201,20201218,C,3075000,584.1,592.4,E
20201201,20201218,C,3080000,579.0,585.2,E
20201201,20201218,C,3085000,574.0,580.2,E
20201201,20201218,C,3090000,569.1,577.5,E
20201201,20201218,C,3095000,564.1,570.3,E
20201201,20201218,C,3100000,559.3,567.6,E
20201201,20201218,C,3105000,554.2,560.4,E
20201201,20201218,C,3110000,549.3,557.6,E
20201201,20201218,C,3115000,544.3,552.7,E
20201201,20201218,C,3120000,539.3,547.7,E
20201201,20201218,C,3125000,534.6,540.6,E
20201201,20201218,C,3130000,529.5,537.8,E
20201201,20201218,C,3135000,524.5,532.9,E
20201201,20201218,C,3140000,519.6,528.0,E
20201201,20201218,C,3145000,514.6,523.0,E
20201201,20201218,C,3150000,509.8,518.1,E
20201201,20201218,C,3155000,504.7,513.1,E
20201201,20201218,C,3160000,499.8,508.2,E
20201201,20201218,C,3165000,494.8,503.2,E
20201201,20201218,C,3170000,489.9,496.1,E
20201201,20201218,C,3175000,485.1,491.1,E
20201201,20201218,C,3180000,480.0,488.4,E
20201201,20201218,C,3185000,475.1,483.5,E
20201201,20201218,C,3190000,470.2,478.6,E
20201201,20201218,C,3195000,465.3,473.6,E
20201201,20201218,C,3200000,460.5,468.7,E
20201201,20201218,C,3205000,455.4,463.8,E
20201201,20201218,C,3210000,450.5,458.8,E
20201201,20201218,C,3215000,445.6,453.9,E
20201201,20201218,C,3220000,440.6,449.0,E
20201201,20201218,C,3225000,435.9,441.8,E
20201201,20201218,C,3230000,430.8,439.2,E
20201201,20201218,C,3235000,425.9,434.2,E
20201201,20201218,C,3240000,421.0,429.3,E
20201201,20201218,C,3245000,416.1,422.2,E
20201201,20201218,C,3250000,411.3,419.5,E
20201201,20201218,C,3255000,406.3,414.6,E
20201201,20201218,C,3260000,401.4,409.7,E
20201201,20201218,C,3265000,396.5,404.8,E
20201201,20201218,C,3270000,391.6,400.0,E
20201201,20201218,C,3275000,386.9,395.1,E
20201201,20201218,C,3280000,381.8,390.2,E
20201201,20201218,C,3285000,376.9,385.3,E
20201201,20201218,C,3290000,372.1,380.4,E
20201201,20201218,C,3295000,367.2,375.6,E
20201201,20201218,C,3300000,362.5,368.4,E
20201201,20201218,C,3305000,357.5,365.8,E
20201201,20201218,C,3310000,352.6,361.0,E
20201201,20201218,C,3315000,347.8,356.1,E
20201201,20201218,C,3320000,342.9,351.3,E
20201201,20201218,C,3325000,338.2,344.1,E
20201201,20201218,C,3330000,333.2,339.3,E
20201201,20201218,C,3335000,328.4,336.8,E
20201201,20201218,C,3340000,323.6,329.6,E
20201201,20201218,C,3345000,319.0,327.1,E
20201201,20201218,C,3350000,314.3,320.0,E
20201201,20201218,C,3355000,309.4,315.2,E
20201201,20201218,C,3360000,304.6,310.4,E
20201201,20201218,C,3365000,299.8,305.6,E
20201201,20201218,C,3370000,295.0,300.8,E
20201201,20201218,C,3375000,290.4,298.4,E
20201201,20201218,C,3380000,285.5,293.6,E
20201201,20201218,C,3385000,280.7,286.5,E
20201201,20201218,C,3390000,276.0,284.1,E
20201201,20201218,C,3395000,271.3,277.0,E
20201201,20201218,C,3400000,266.7,274.7,E
20201201,20201218,C,3405000,261.8,270.0,E
20201201,20201218,C,3410000,257.1,262.8,E
20201201,20201218,C,3415000,252.4,258.1,E
20201201,20201218,C,3420000,247.7,253.4,E
20201201,20201218,C,3425000,243.2,250.8,E
20201201,20201218,C,3430000,238.4,246.5,E
20201201,20201218,C,3435000,233.8,239.4,E
20201201,20201218,C,3440000,229.1,234.7,E
20201201,20201218,C,3445000,224.5,232.6,E
20201201,20201218,C,3450000,220.0,225.4,E
20201201,20201218,C,3455000,215.3,220.8,E
20201201,20201218,C,3460000,210.8,216.2,E
20201201,20201218,C,3465000,206.2,211.7,E
20201201,20201218,C,3470000,201.7,209.4,E
20201201,20201218,C,3475000,197.2,204.3,E
20201201,20201218,C,3480000,192.6,199.8,E
20201201,20201218,C,3485000,188.2,195.2,E
20201201,20201218,C,3490000,183.7,190.7,E
20201201,20201218,C,3495000,179.3,186.6,E
20201201,20201218,C,3500000,175.0,181.6,E
20201201,20201218,C,3505000,171.2,177.1,E
20201201,20201218,C,3510000,166.8,172.7,E
20201201,20201218,C,3515000,162.5,168.3,E
20201201,20201218,C,3520000,158.1,163.9,E
20201201,20201218,C,3525000,151.6,159.5,E
20201201,20201218,C,3530000,149.5,155.2,E
20201201,20201218,C,3535000,145.3,150.8,E
20201201,20201218,C,3540000,141.1,146.5,E
20201201,20201218,C,3545000,136.9,142.2,E
20201201,20201218,C,3550000,132.8,138.0,E
20201201,20201218,C,3555000,130.4,131.5,E
20201201,20201218,C,3560000,126.3,127.4,E
20201201,20201218,C,3565000,122.2,123.3,E
20201201,20201218,C,3570000,118.2,119.3,E
20201201,20201218,C,3575000,114.2,115.3,E
20201201,20201218,C,3580000,110.3,111.3,E
20201201,20201218,C,3585000,106.4,107.4,E
20201201,20201218,C,3590000,102.5,103.5,E
20201201,20201218,C,3595000,98.7,99.7,E
20201201,20201218,C,3600000,95.0,96.0,E
20201201,20201218,C,3605000,91.3,92.3,E
20201201,20201218,C,3610000,87.7,88.6,E
20201201,20201218,C,3615000,84.1,85.1,E
20201201,20201218,C,3620000,80.6,81.5,E
20201201,20201218,C,3625000,77.1,78.1,E
20201201,20201218,C,3630000,73.8,74.6,E
20201201,20201218,C,3635000,70.5,71.3,E
20201201,20201218,C,3640000,67.3,68.0,E
20201201,20201218,C,3645000,64.1,64.9,E
20201201,20201218,C,3650000,61.1,61.8,E
20201201,20201218,C,3655000,58.1,58.8,E
20201201,20201218,C,3660000,55.2,55.9,E
20201201,20201218,C,3665000,52.3,53.0,E
20201201,20201218,C,3670000,49.6,50.3,E
20201201,20201218,C,3675000,46.9,47.6,E
20201201,20201218,C,3680000,44.4,45.0,E
20201201,20201218,C,3685000,41.9,42.5,E
20201201,20201218,C,3690000,39.6,40.1,E
20201201,20201218,C,3695000,37.3,37.8,E
20201201,20201218,C,3700000,35.1,35.6,E
20201201,20201218,C,3705000,33.0,33.5,E
20201201,20201218,C,3710000,31.0,31.5,E
20201201,20201218,C,3715000,29.1,29.6,E
20201201,20201218,C,3720000,27.2,27.7,E
20201201,20201218,C,3725000,25.5,26.0,E
20201201,20201218,C,3730000,23.8,24.3,E
20201201,20201218,C,3735000,22.2,22.7,E
20201201,20201218,C,3740000,20.7,21.2,E
20201201,20201218,C,3745000,19.3,19.8,E
20201201,20201218,C,3750000,18.0,18.4,E
20201201,20201218,C,3755000,16.7,17.2,E
20201201,20201218,C,3760000,15.5,16.0,E
20201201,20201218,C,3765000,14.4,14.8,E
20201201,20201218,C,3770000,13.4,13.8,E
20201201,20201218,C,3775000,12.4,12.8,E
20201201,20201218,C,3780000,11.5,11.9,E
20201201,20201218,C,3785000,10.6,11.0,E
20201201,20201218,C,3790000,9.8,10.2,E
20201201,20201218,C,3795000,9.1,9.4,E
20201201,20201218,C,3800000,8.4,8.8,E
20201201,20201218,C,3805000,7.8,8.1,E
20201201,20201218,C,3810000,7.2,7.5,E
20201201,20201218,C,3815000,6.6,6.9,E
20201201,20201218,C,3820000,6.1,6.4,E
20201201,20201218,C,3825000,5.7,6.0,E
20201201,20201218,C,3830000,5.3,5.5,E
20201201,20201218,C,3835000,4.9,5.1,E
20201201,20201218,C,3840000,4.5,4.8,E
20201201,20201218,C,3845000,4.2,4.4,E
20201201,20201218,C,3850000,3.8,4.1,E
20201201,20201218,C,3855000,3.6,3.8,E
20201201,20201218,C,3860000,3.3,3.6,E
20201201,20201218,C,3865000,3.1,3.3,E
20201201,20201218,C,3870000,2.9,3.1,E
20201201,20201218,C,3875000,2.7,2.85,E
20201201,20201218,C,3880000,2.5,2.7,E
20201201,20201218,C,3885000,2.35,2.5,E
20201201,20201218,C,3890000,2.2,2.35,E
20201201,20201218,C,3895000,2.05,2.2,E
20201201,20201218,C,3900000,1.9,2.1,E
20201201,20201218,C,3905000,1.8,1.95,E
20201201,20201218,C,3910000,1.7,1.85,E
20201201,20201218,C,3920000,1.45,1.6,E
20201201,20201218,C,3925000,1.4,1.5,E
20201201,20201218,C,3930000,1.3,1.45,E
20201201,20201218,C,3940000,1.15,1.3,E
20201201,20201218,C,3950000,1.0,1.15,E
20201201,20201218,C,3960000,0.85,1.0,E
20201201,20201218,C,3970000,0.75,0.9,E
20201201,20201218,C,3975000,0.7,0.85,E
20201201,20201218,C,3980000,0.65,0.8,E
20201201,20201218,C,3990000,0.55,0.7,E
20201201,20201218,C,4000000,0.5,0.65,E
20201201,20201218,C,4025000,0.35,0.5,E
20201201,20201218,C,4050000,0.25,0.4,E
20201201,20201218,C,4075000,0.15,0.3,E
20201201,20201218,C,4100000,0.1,0.2,E
20201201,20201218,C,4125000,0.1,0.25,E
20201201,20201218,C,4150000,0.05,0.2,E
20201201,20201218,C,4175000,0.05,0.2,E
20201201,20201218,C,4200000,0.1,0.15,E
20201201,20201218,C,4300000,0.05,0.15,E
20201201,20201218,C,4400000,0.0,0.1,E
20201201,20201218,C,4500000,0.0,0.1,E
20201201,20201218,C,4600000,0.0,0.1,E
20201201,20201218,C,4700000,0.0,0.1,E
20201201,20201218,C,4800000,0.0,0.1,E
20201201,20201218,C,4900000,0.0,0.1,E
20201201,20201218,C,5000000,0.0,0.1,E
20201201,20201218,C,5100000,0.0,0.1,E
20201201,20201218,C,5200000,0.0,0.1,E
20201201,20201218,C,5300000,0.0,0.05,E
20201201,20201218,C,5400000,0.0,0.1,E
20201201,20201218,P,100000,0.0,0.05,E
20201201,20201218,P,200000,0.0,0.05,E
20201201,20201218,P,300000,0.0,0.05,E
20201201,20201218,P,400000,0.0,0.05,E
20201201,20201218,P,500000,0.0,0.05,E
20201201,20201218,P,600000,0.0,0.05,E
20201201,20201218,P,650000,0.0,0.05,E
20201201,20201218,P,700000,0.0,0.05,E
20201201,20201218,P,750000,0.0,0.05,E
20201201,20201218,P,800000,0.0,0.05,E
20201201,20201218,P,850000,0.0,0.05,E
20201201,20201218,P,900000,0.0,0.05,E
20201201,20201218,P,950000,0.0,0.05,E
20201201,20201218,P,1000000,0.0,0.05,E
20201201,20201218,P,1050000,0.0,0.05,E
20201201,20201218,P,1100000,0.0,0.05,E
20201201,20201218,P,1150000,0.0,0.05,E
20201201,20201218,P,1200000,0.0,0.05,E
20201201,20201218,P,1225000,0.0,0.05,E
20201201,20201218,P,1250000,0.0,0.05,E
20201201,20201218,P,1275000,0.0,0.05,E
20201201,20201218,P,1300000,0.0,0.05,E
20201201,20201218,P,1325000,0.0,0.1,E
20201201,20201218,P,1350000,0.0,0.1,E
20201201,20201218,P,1375000,0.0,0.1,E
20201201,20201218,P,1400000,0.0,0.1,E
20201201,20201218,P,1425000,0.0,0.1,E
20201201,20201218,P,1450000,0.0,0.1,E
20201201,20201218,P,1475000,0.0,0.1,E
20201201,20201218,P,1500000,0.0,0.1,E
20201201,20201218,P,1525000,0.0,0.1,E
20201201,20201218,P,1550000,0.0,0.1,E
20201201,20201218,P,1575000,0.0,0.1,E
20201201,20201218,P,1600000,0.0,0.05,E
20201201,20201218,P,1625000,0.0,0.1,E
20201201,20201218,P,1650000,0.0,0.1,E
20201201,20201218,P,1675000,0.0,0.1,E
20201201,20201218,P,1700000,0.0,0.1,E
20201201,20201218,P,1725000,0.0,0.1,E
20201201,20201218,P,1750000,0.0,0.1,E
20201201,20201218,P,1775000,0.0,0.1,E
20201201,20201218,P,1800000,0.0,0.1,E
20201201,20201218,P,1825000,0.0,0.1,E
20201201,20201218,P,1850000,0.0,0.1,E
20201201,20201218,P,1875000,0.0,0.15,E
20201201,20201218,P,1900000,0.0,0.15,E
20201201,20201218,P,1925000,0.0,0.15,E
20201201,20201218,P,1950000,0.0,0.15,E
20201201,20201218,P,1975000,0.0,0.15,E
20201201,20201218,P,2000000,0.05,0.1,E
20201201,20201218,P,2025000,0.05,0.15,E
20201201,20201218,P,2050000,0.05,0.2,E
20201201,20201218,P,2075000,0.05,0.2,E
20201201,20201218,P,2100000,0.05,0.2,E
20201201,20201218,P,2125000,0.1,0.2,E
20201201,20201218,P,2150000,0.1,0.2,E
20201201,20201218,P,2175000,0.1,0.25,E
20201201,20201218,P,2200000,0.1,0.25,E
20201201,20201218,P,2225000,0.15,0.25,E
20201201,20201218,P,2250000,0.2,0.3,E
20201201,20201218,P,2260000,0.15,0.3,E
20201201,20201218,P,2270000,0.15,0.3,E
20201201,20201218,P,2275000,0.15,0.3,E
20201201,20201218,P,2280000,0.15,0.3,E
20201201,20201218,P,2290000,0.15,0.3,E
20201201,20201218,P,2300000,0.2,0.3,E
20201201,20201218,P,2310000,0.2,0.3,E
20201201,20201218,P,2320000,0.2,0.35,E
20201201,20201218,P,2325000,0.2,0.35,E
20201201,20201218,P,2330000,0.2,0.35,E
20201201,20201218,P,2340000,0.2,0.35,E
20201201,20201218,P,2350000,0.2,0.35,E
20201201,20201218,P,2360000,0.25,0.35,E
20201201,20201218,P,2370000,0.25,0.35,E
20201201,20201218,P,2375000,0.25,0.35,E
20201201,20201218,P,2380000,0.25,0.4,E
20201201,20201218,P,2390000,0.25,0.4,E
20201201,20201218,P,2400000,0.25,0.4,E
20201201,20201218,P,2405000,0.25,0.4,E
20201201,20201218,P,2410000,0.25,0.4,E
20201201,20201218,P,2415000,0.25,0.4,E
20201201,20201218,P,2420000,0.3,0.4,E
20201201,20201218,P,2425000,0.3,0.4,E
20201201,20201218,P,2430000,0.3,0.4,E
20201201,20201218,P,2435000,0.3,0.45,E
20201201,20201218,P,2440000,0.3,0.45,E
20201201,20201218,P,2445000,0.3,0.45,E
20201201,20201218,P,2450000,0.3,0.45,E
20201201,20201218,P,2455000,0.3,0.45,E
20201201,20201218,P,2460000,0.3,0.45,E
20201201,20201218,P,2465000,0.35,0.45,E
20201201,20201218,P,2470000,0.35,0.45,E
20201201,20201218,P,2475000,0.35,0.45,E
20201201,20201218,P,2480000,0.35,0.5,E
20201201,20201218,P,2485000,0.35,0.5,E
20201201,20201218,P,2490000,0.35,0.5,E
20201201,20201218,P,2495000,0.35,0.5,E
20201201,20201218,P,2500000,0.35,0.5,E
20201201,20201218,P,2505000,0.4,0.5,E
20201201,20201218,P,2510000,0.4,0.5,E
20201201,20201218,P,2515000,0.4,0.5,E
20201201,20201218,P,2520000,0.4,0.55,E
20201201,20201218,P,2525000,0.4,0.55,E
20201201,20201218,P,2530000,0.4,0.55,E
20201201,20201218,P,2535000,0.4,0.55,E
20201201,20201218,P,2540000,0.45,0.55,E
20201201,20201218,P,2545000,0.45,0.55,E
20201201,20201218,P,2550000,0.45,0.55,E
20201201,20201218,P,2555000,0.45,0.6,E
20201201,20201218,P,2560000,0.45,0.6,E
20201201,20201218,P,2565000,0.45,0.6,E
20201201,20201218,P,2570000,0.5,0.6,E
20201201,20201218,P,2575000,0.5,0.6,E
20201201,20201218,P,2580000,0.5,0.6,E
20201201,20201218,P,2585000,0.5,0.65,E
20201201,20201218,P,2590000,0.5,0.65,E
20201201,20201218,P,2595000,0.5,0.65,E
20201201,20201218,P,2600000,0.55,0.65,E
20201201,20201218,P,2605000,0.55,0.65,E
20201201,20201218,P,2610000,0.55,0.65,E
20201201,20201218,P,2615000,0.55,0.7,E
20201201,20201218,P,2620000,0.55,0.7,E
20201201,20201218,P,2625000,0.6,0.7,E
20201201,20201218,P,2630000,0.6,0.7,E
20201201,20201218,P,2635000,0.6,0.7,E
20201201,20201218,P,2640000,0.6,0.7,E
20201201,20201218,P,2645000,0.6,0.75,E
20201201,20201218,P,2650000,0.65,0.75,E
20201201,20201218,P,2655000,0.65,0.75,E
20201201,20201218,P,2660000,0.65,0.75,E
20201201,20201218,P,2665000,0.65,0.75,E
20201201,20201218,P,2670000,0.65,0.8,E
20201201,20201218,P,2675000,0.7,0.8,E
20201201,20201218,P,2680000,0.7,0.8,E
20201201,20201218,P,2685000,0.7,0.8,E
20201201,20201218,P,2690000,0.7,0.8,E
20201201,20201218,P,2695000,0.7,0.85,E
20201201,20201218,P,2700000,0.75,0.85,E
20201201,20201218,P,2705000,0.75,0.85,E
20201201,20201218,P,2710000,0.75,0.85,E
20201201,20201218,P,2715000,0.75,0.9,E
20201201,20201218,P,2720000,0.75,0.9,E
20201201,20201218,P,2725000,0.8,0.9,E
20201201,20201218,P,2730000,0.8,0.9,E
20201201,20201218,P,2735000,0.8,0.9,E
20201201,20201218,P,2740000,0.8,0.95,E
20201201,20201218,P,2745000,0.85,0.95,E
20201201,20201218,P,2750000,0.85,0.95,E
20201201,20201218,P,2755000,0.85,0.95,E
20201201,20201218,P,2760000,0.85,1.0,E
20201201,20201218,P,2765000,0.9,1.0,E
20201201,20201218,P,2770000,0.9,1.0,E
20201201,20201218,P,2775000,0.9,1.0,E
20201201,20201218,P,2780000,0.9,1.05,E
20201201,20201218,P,2785000,0.95,1.05,E
20201201,20201218,P,2790000,0.95,1.05,E
20201201,20201218,P,2795000,0.95,1.1,E
20201201,20201218,P,2800000,0.95,1.1,E
20201201,20201218,P,2805000,1.0,1.1,E
